,content,sentiment
21923,@ATL_Da_Realest hehe hell. I'm finna qet to drankin DAMNIT.,worry
21925,Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate,happiness
21926,@PrinceSammie OMG its working,surprise
21927,@michaelsheen OMG that's really good i want to see the photos! have a nice day,worry
21928,@huma_rashid aww how cute  I like that song a lot,love
21929,Dan and alli are here. They suprised me,surprise
21930,@wearpalettes I really don't want to send it over this site....it's kinds private...,worry
21932,going to another birthday party tonite,happiness
21933,"Recovering from my crazy family. I love them, but they ain't got it all   I only see em a couple of times a year, so I guess I can deal.",worry
21934,good morning. today is my last day of &quot;freedom&quot;. back to work tomorrow. i'm sorta stoked-not stoked. but well.,sadness
21935,i cooked breakfast for my mom  HAPPY,happiness
21936,i gots a summer job,worry
21937,hanging out with my babyy,worry
21938,@addieking it was amazing,surprise
21939,"@EhMahLee Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good",surprise
21940,@FirstDigg Congrats on your bike ride today.. Very impressive indeed.. Ya might be doing' the &quot;Tour De France&quot; some day,love
21941,"@kkaleal my hubby's a vet, so we 'get' that animals are like children!! all the best! hope ur biz is going well",love
21943,@Iamme828 No becuz we're being honest! Lets look at the big picture..my happy ending with the smile on my face,happiness
21945,"@eeshkapeesh Aw, sorry E. :/ I hope it looks up for you (lame ear) And there's always next year! Crap. Lamer ear :/ Fail. Uhh..Love ya E!",worry
21946,I love you MOM!,love
21947,LOL. My moms present cost 69 dollars.,happiness
21948,"@thespunkyone So then Fuckin Awesome Super Sexy Stud Muffin Beast, How's that sound to you @JonathanRKnight",love
21949,"@fotojen @halgriffin hope you guys are having fun!  Can't wait for ya'll to be back, Wilmy isn't the same without you",happiness
21950,@smokinace88 - Last night was the best one so far I think. Except we didn't see him throw his equipment at the car,surprise
21951,@Sobbee Naw.. it was pretty tame. Only 1 guy in costume.. a Voyager-style &quot;medical&quot; uni. Disappointed there weren't any more in costume.,sadness
21952,@artcon http://twitpic.com/4vfcx - awesomeeeeee,happiness
21953,"trying to decide what to do tonight. Study Chem or write the night away. The night's still young, perhaps I'll do both",surprise
21954,is STILL sick. But still loves revenge and the possibility of more revenge to come,love
21955,"I'm in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is getting so big, check out my twipics",sadness
21956,wishes @ashleytisdale would admit she has a new lovah,love
21957,I'm feeling better now that I have something in my tummy,happiness
21958,"CSI NY comes back to aus with 'sex, lies and silicone' (s05e04) EVRYONE ON EAST COAST TUNE IN TONIGHT  pleaseee",happiness
21959,@CHAUNDON SON! WTF?? She just bit holes in the damn bread!!! Who does that?? Why has God forsaken me?? why?,worry
21960,"@flamingokitty *hugs* me not sad really, me just messing",worry
21961,"Just came back from hanging out with some friends + cocktails. &lt;3 I'm not drunk, but feeling good.  Hope everyone's well?",happiness
21962,Loving the cairns clan,love
21963,@yourfaveblonde I could have! I had extra tickets. Plus we had two Twitter Giveaways  We'll get you next time.,sadness
21965,Lil Kim ;  Download omq ; i think i like that sonqq noww lol .,worry
21966,@retrorewind can you play I Wish by Jordan Knight,worry
21967,@Jeremy_LaMont yr very young looking dude,surprise
21968,@gvesenka I hope for a speedy recovery for you!,love
21971,@theDebbyRyan Just left you a message! Hope you get it,happiness
21973,definitely ready for a plate of pancakes.,happiness
21974,"me &amp; kelly share the same last name, wouldnt that be sweet if we were related  @TheEllenShow",happiness
21975,"Family is here,hanging with them",happiness
21978,"At the apartment, nothin to do, a little hungry  http://myloc.me/Fim",sadness
21979,Happy Mother's Day to all the Mums,love
21980,In a really Good mood for absolutely no reason  tee her,love
21981,Happy mothers day to all the mothers out there!,worry
21982,"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!",surprise
21983,@WayneDaStar oh wow THANKS Wayne,happiness
21984,I wonder if I should put a bet on Cubs winning world series in 2015 due to BTTF II. I'd love it if it actually happens.  Me = geek,worry
21985,Geesh 5 days straight (he's not the boy-nside joint) LOL .....headed with @missdanibaby and then go c BF,love
21986,Had a nice pre mother's day dinner out. Now a cocktail before retiring for the evening,happiness
21987,@mallz Thanx love,love
21988,@gregfairbanks They better not be out when I get there.  I NEED MY FIX!,worry
21989,Rewarding myself with dinner at American Dream pizza on the rooftop terrace. Perfection  got 7 pages done on the prospectus!!,worry
21990,Scratch that. Now we're watching 'marley and me'. Thinking I could stay awake better for this one.,happiness
21991,@K_night4me *HUGS*  i'm sure they will,love
21992,"@animesnob yeah i checked it, pretty nice site",worry
21993,@sarahdope http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!,surprise
21994,Happy Mother's day to MOMMY,love
21995,"@jojowright http://twitpic.com/4w24f - ooh, nice score, jojo!",happiness
21996,@Jennettemccurdy http://twitpic.com/4uy8l - LOL  why are they drumming there?,surprise
21997,@kyladreams aw you're the shit  thanks so much for the twitter loveeee. i appreciate every last drop,love
21998,"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!",love
22000,"@ForetDeMichelle you don't need my physical presence, you have my energy already!!!",happiness
22004,"@XDmexicanXD no, sir, they did not! i was amazed when i woke up this morning.",surprise
22005,i am promsing miiself im not goin to hurt miiself for the rest of the day...wow that will be a miricle if it happens  lol,worry
22006,Ok we found our way now... I think  tonight let's just let go its dance time!,happiness
22007,@Franca Honored to tweet ya...,love
22008,"Uh, happy mother's day mum.",love
22010,"Tomorrow's mother's day. I need to get all my crap together soon.. Noor left, It was fun  it's been NINE months!",worry
22011,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We're such cry babies. Love her.",sadness
22012,@paulwingz nothinbg home about to jump in the shower the streets is calling meeeeeeee  @STEFFSOFLII what is it 4 tonight @COKEbabyy tell m,happiness
22013,"@psuperstar the problem is, superstars always deliver huge files! too much energy pixels",worry
22014,"@plynke plus, look at all the orbs! you either have ghosts or you need to clean the mirror",surprise
22018,Alexander Ovechkin is definitely my new favorite NHL player,love
22019,"@erinlouise @Miss604 being a fan is certainly not about being attractive. But, if you like the pink, to each their own  #canucks",surprise
22020,@shelby_says ha ha funny,worry
22023,chillin with my bros and a couple of yeunglings   doesn't get much better than this,happiness
22025,KMF going smoothly so far. Free stuff is always a plus.,love
22026,Playing pacman on itouch!  lol,happiness
22027,pythonkings.nl    equals ----&gt;       almost better than the sims....,happiness
22028,At the reception eating some nasty ass pasta Woot! But other than that its beautiful!,happiness
22029,@Mariah1221 oh n shouldn't you be shopping for a lovely gift for your delightful mother.,love
22030,Happy mother's day nfty!!!!!!!!!!!!!!!!!!!!!!,love
22031,@jcpwee JACKSON RATHBONE!,love
22032,@esoterismo My Dad told me music that has the power to heal the soul. Sure is true of yours,worry
22034,@hnnhmllr lmao! You baked non-stop? Sounds like yummy fun!,happiness
22036,Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.,happiness
22037,"Really enjoyed Star Trek - great movie, amazing special effects. Definately recommend even if your not a Trekky",love
22038,"@Jonasbrothers OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes",happiness
22039,@miss_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U,sadness
22040,"@crzyqbn That's awesome dude, yay for surprise celebrities!  I got to meet him a few years ago, he was soooo friendly.",happiness
22041,A painter paints pictures on canvas.  But musicians paint their pictures on silence  ~Leopold Stokowski,worry
22044,@lexuslady http://twitpic.com/4vdc3 - Lexus has the Twitpic! Happy mother's day to you Lexus.  I hopw it's a nice one for you.,love
22046,IM FEELIN RITE.. THE MOOD FLOR TWITTER AFTER DARK...,sadness
22047,"@TheTinyJEWELBox No, that's not right - I remember now.  You were in a fearless tweet - we were both seen as fearless.",worry
22048,"i just made the best turtle ice cream pie everrrrr  btw, happy (soon to be) mothers day!",happiness
22049,@IamTam not having your lights on concerns me! Lol! Stay safe!,happiness
22051,@scottlava was fun meeting u today! thanks for all the doodles on the goodies i got! hope u have a super time in TO &amp; visit again soon!,happiness
22053,Headin 2 chilis Mr. Presidente's callin my name! Then 2 the ice house,surprise
22054,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,love
22055,"All you moms, get ready to enjoy your much-deserved special day!",love
22056,downloading the right/real speedracher now.,surprise
22057,@CelestialQ good!  now let's go get this done..... www.HennesseyBlack.com,happiness
22058,@jasontryfon Are they abusing your service? Manual follower management is a pain. I love the style.,worry
22059,@ploogle Whaat? That would seem to be a very powerful spell. Kind of tips the scale in their favor.,worry
22060,@manu_preet haha one of the many reasons I love you,love
22061,@AnnCurry The photos are AMAZING! What a GREAT subject &amp; way to get people educated about Darfur! HUGS! U are an inspiring woman!,happiness
22062,"Do you know what? I have a good little life, and I love it.",love
22064,"@RealBillBailey it really made my night. infact, it made my weekend! well done.",happiness
22065,Naps are so lovely,love
22067,im joining twitter  lol,sadness
22068,"@Pranajama I've never been to Prague, but if i had the money, it'll be in the 10 first cities I visit",happiness
22069,@c4ss4ndr4 do I discern a request for Hulu support? excellent idea!,happiness
22070,"watching shark boy and lava girl! on disney channel. hanging out with sarah jane, micah, &amp; rachel",happiness
22072,"@FollowMyJourney Oh girl, get that baby going to bed at 7pm!",happiness
22073,"@debadowling...OOOPS AGAIN, the reply button is the RIGHT of the msg...now I'll stop spamming",worry
22074,@ParkerAngel this is very true about @patofnavar! but you do have to admit it was pret-ty funny! im bout to go you tube it!  lol,worry
22076,Welll my folkiesss(; im offf to dream land;work in the mornin;ugh;ewwy. Talkkk to me;but tomorrow  &lt;3 lurvee ya'll[;&gt;,happiness
22077,@geofferyjohnson looking forward to it. we're sitting at the bar.,surprise
22079,@theellenshow get @kalebnation the twilightguy on your show,surprise
22080,@mrstreme Thanks so much! I will be back on tour soon. Two new books in the pipeline!,happiness
22082,we did what we had to do,sadness
22083,I should have know that &quot;extra hand&quot; comment would cause trouble...  About to upload House Music and Beyond Vol. 3,happiness
22085,@cschug We do! Its been to long! I think i have next weekend open. When are you going to have the house warming party,happiness
